Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad,Alerta Emitida,Alerta Evitó Falla
2025-06-11 02:55:00,923,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.83,212,0.17,2,4,1.75,0,0.29,9202,3655,143,20/19/13,19.67,115.44,1.07,3,0,13,0,4,251,7,1,94,4,5,1,24,4,0,9,5,3,9,0,93,193,A07633,7633,LAJ433,Normal,87.5,3,4,0.3,21,81.0,0,0
2025-06-11 03:00:00,910,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.76,229,0.46,2,4,0.91,3,0.98,1909,553,325,19/16/14,15.01,111.84,1.1,8,1,8,1,1,329,3,1,25,6,0,2,28,1,1,8,3,0,9,1,56,384,E07634,7634,LAJ673,Normal,87.5,3,4,2.933333333333333,21,81.0,0,0
2025-06-11 03:05:00,933,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.32,205,0.39,4,2,0.64,0,0.54,6571,3789,154,18/17/13,10.31,104.92,1.33,9,0,6,2,6,969,9,13,117,5,7,6,5,2,8,0,19,0,2,1,77,371,C07635,7635,LAJ618,Atencion,54.17,11,0,0.1666666666666666,13,100.0,1,1
2025-06-11 03:10:00,509,KOMATSU 930 E4SE,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.56,197,0.23,0,3,0.85,3,0.16,6113,2824,241,19/18/16,17.99,101.54,0.05,9,1,19,1,5,913,7,14,32,8,0,3,9,7,8,6,4,1,9,2,30,35,C07636,7636,LAJ580,Normal,87.5,3,0,0.7,21,100.0,0,0
2025-06-11 03:15:00,567,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.08,192,0.26,0,3,0.17,4,0.26,3396,837,608,21/19/16,12.73,112.47,1.42,9,2,7,8,5,699,6,38,43,4,0,1,4,2,1,4,9,4,5,1,39,93,C07637,7637,LAJ598,Normal,91.67,2,3,2.1333333333333333,22,86.4,0,0
2025-06-11 03:20:00,532,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.66,186,0.3,4,0,1.42,3,0.77,6106,3015,490,19/18/15,12.91,89.25,2.3,7,0,22,1,1,790,0,48,65,4,5,7,17,6,5,7,11,0,0,2,22,261,C07638,7638,LAJ184,Normal,87.5,3,0,0.1666666666666666,21,100.0,0,0
2025-06-11 03:25:00,501,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.47,183,0.27,2,2,1.21,4,1.0,2299,4185,193,18/18/16,18.26,84.19,2.86,6,3,28,5,3,491,5,17,7,8,6,7,5,9,1,8,5,9,2,9,72,135,A07639,7639,LAJ133,Normal,83.33,4,4,2.333333333333333,20,80.0,0,0
2025-06-11 03:30:00,562,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.02,208,0.08,0,4,1.9,4,0.86,7541,2718,391,21/18/15,12.34,113.37,1.0,1,3,3,9,5,607,9,25,94,3,6,6,16,9,0,3,10,8,0,2,94,224,A07640,7640,LAJ570,Normal,91.67,2,2,0.2666666666666666,22,90.9,0,0
2025-06-11 03:35:00,932,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.62,235,0.19,1,3,0.17,3,0.38,4424,1750,568,20/19/16,17.19,81.38,1.07,9,4,6,8,5,261,9,6,5,8,8,4,28,2,7,6,5,8,3,9,49,531,D07641,7641,LAJ455,Normal,91.67,2,3,2.8666666666666667,22,86.4,0,0
2025-06-11 03:40:00,556,KOMATSU 930 E4SE,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.11,238,0.16,3,4,0.53,1,0.23,1419,2884,600,21/18/15,15.46,85.47,0.72,0,1,4,8,1,672,4,18,77,2,3,1,18,6,5,7,8,2,3,3,42,492,D07642,7642,LAJ672,Normal,83.33,4,5,2.033333333333333,20,75.0,0,0
2025-06-11 03:45:00,930,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.06,216,0.23,2,1,1.98,3,0.72,2649,623,920,19/17/15,19.17,89.92,2.6,8,4,22,4,4,240,7,30,182,6,2,6,14,2,1,2,25,3,5,7,39,264,A07643,7643,LAJ522,Atencion,54.17,11,5,0.6666666666666666,13,61.5,1,0
2025-06-11 03:50:00,912,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.49,190,0.03,0,4,1.51,1,0.69,6620,1769,644,19/18/15,19.09,96.98,1.39,3,0,22,0,3,205,5,40,81,6,8,4,3,7,8,4,9,3,0,0,91,587,B07644,7644,LAJ447,Normal,87.5,3,4,0.8666666666666667,21,81.0,0,0
2025-06-11 03:55:00,906,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.84,241,0.18,1,0,1.04,0,0.99,2523,4088,623,19/16/16,12.2,84.87,0.17,6,1,26,8,0,323,8,26,49,9,9,7,23,9,6,5,3,0,8,7,94,245,A07645,7645,LAJ911,Normal,95.83,1,0,0.9,23,100.0,0,0
2025-06-11 04:00:00,914,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.75,239,0.32,4,3,0.24,0,0.43,2800,2036,130,19/18/14,17.32,108.77,0.94,5,0,11,3,0,231,9,9,231,2,8,1,29,5,5,5,47,4,5,3,67,389,A07646,7646,LAJ702,Critico,0.0,18,4,0.3666666666666666,0,0.0,1,0
2025-06-11 04:05:00,506,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.12,235,0.12,1,4,0.94,0,0.54,1585,2329,407,18/19/15,16.19,87.28,2.56,1,3,8,6,6,824,1,47,49,0,2,2,29,4,0,3,8,3,9,5,53,414,A07647,7647,LAJ477,Normal,79.17,5,5,0.8,19,73.7,0,0
2025-06-11 04:10:00,540,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.23,236,0.36,4,3,1.42,3,0.72,8588,3128,660,20/16/13,11.12,88.94,1.98,6,4,6,4,1,484,9,28,171,6,6,2,10,3,1,7,19,4,5,1,54,289,D07648,7648,LAJ716,Atencion,50.0,12,3,1.6333333333333333,12,75.0,1,1
2025-06-11 04:15:00,526,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.08,196,0.14,4,3,1.38,1,0.16,3771,3583,459,18/19/13,10.27,115.7,1.26,1,1,8,7,5,110,3,16,98,1,8,1,15,9,7,0,11,2,7,3,69,368,A07649,7649,LAJ648,Normal,91.67,2,5,0.2,22,77.3,0,0
2025-06-11 04:20:00,529,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.47,212,0.14,0,4,1.76,0,0.98,7851,1114,484,20/18/15,15.01,106.92,0.13,5,4,28,8,2,186,9,10,83,6,5,4,26,6,5,0,3,6,5,5,32,281,E07650,7650,LAJ103,Normal,87.5,3,3,1.8666666666666667,21,85.7,0,0
2025-06-11 04:25:00,565,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.2,201,0.04,4,0,1.95,1,0.49,2930,3917,807,20/18/13,13.66,104.97,1.39,1,2,1,9,5,712,2,28,77,9,8,8,9,5,0,6,4,4,0,4,43,134,B07651,7651,LAJ787,Normal,87.5,3,0,1.4,21,100.0,0,0
2025-06-11 04:30:00,550,KOMATSU 930 E4SE,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.29,186,0.02,3,2,1.82,1,0.82,6148,1298,878,21/19/14,14.55,112.24,1.08,5,0,1,3,9,155,1,17,178,8,4,5,1,8,2,7,22,0,5,4,80,130,A07652,7652,LAJ616,Atencion,66.67,8,3,0.3333333333333333,16,81.2,1,0
2025-06-11 04:35:00,920,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.43,206,0.05,4,3,0.14,1,0.13,3552,3199,499,20/18/14,10.76,104.18,1.0,1,2,24,2,5,738,7,18,232,4,9,4,12,6,3,7,26,7,9,9,68,335,C07653,7653,LAJ054,Critico,0.0,12,3,0.6,0,0.0,1,0
2025-06-11 04:40:00,518,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.27,207,0.06,4,2,0.12,4,0.76,7817,1164,198,21/16/14,10.08,113.96,2.34,3,0,11,3,5,15,8,7,138,6,2,4,12,9,3,8,15,0,5,5,15,354,C07654,7654,LAJ304,Atencion,75.0,6,4,2.466666666666667,18,77.8,1,1
2025-06-11 04:45:00,517,KOMATSU 930 E4,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.69,187,0.27,3,0,0.84,4,0.88,3516,1898,442,19/17/16,18.8,119.68,2.46,3,0,0,0,2,314,6,17,69,4,5,0,24,9,8,8,9,9,4,5,43,357,E07655,7655,LAJ562,Normal,91.67,2,6,0.4333333333333333,22,72.7,0,0
2025-06-11 04:50:00,564,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.14,183,0.01,0,3,0.73,1,0.97,6239,615,612,21/18/15,15.07,112.25,2.49,1,1,3,4,7,12,5,45,210,5,5,8,7,1,7,5,42,6,3,7,82,551,A07656,7656,LAJ113,Critico,0.0,20,6,2.1,0,0.0,1,0
2025-06-11 04:55:00,936,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.32,245,0.0,2,4,0.21,1,0.66,8410,4205,801,18/18/14,13.82,95.35,1.85,7,3,21,5,9,794,2,12,300,6,5,6,10,7,3,3,31,6,6,5,74,117,C07657,7657,LAJ350,Critico,0.0,20,5,0.0333333333333333,0,0.0,1,0
2025-06-11 05:00:00,534,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.17,186,0.06,2,1,0.01,4,0.95,4028,1731,895,18/19/15,14.93,84.66,2.39,5,0,24,5,4,415,8,13,23,8,6,3,16,8,0,7,0,7,6,7,2,586,A07658,7658,LAJ452,Normal,83.33,4,4,1.9,20,80.0,0,0
2025-06-11 05:05:00,929,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.97,221,0.23,2,1,1.79,0,0.15,5615,4103,538,21/18/15,14.77,96.8,2.13,7,3,29,6,0,96,0,18,96,5,6,3,29,6,6,1,10,9,9,1,90,83,B07659,7659,LAJ086,Normal,79.17,5,4,0.5333333333333333,19,78.9,0,0
2025-06-11 05:10:00,925,CATERPILLAR 797F,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.73,219,0.01,2,2,1.14,0,0.11,7230,798,988,18/17/13,11.88,86.4,2.44,8,4,11,0,5,543,2,13,179,0,9,5,12,2,0,6,16,2,7,6,11,487,D07660,7660,LAJ596,Atencion,54.17,11,0,0.9,13,100.0,1,1
2025-06-11 05:15:00,555,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.52,195,0.06,1,4,1.26,0,0.89,2294,2543,271,21/18/13,17.8,91.36,0.09,1,2,16,3,9,746,6,21,70,4,3,0,5,3,9,6,12,4,7,4,11,31,A07661,7661,LAJ094,Normal,79.17,5,1,1.0333333333333334,19,94.7,0,0
2025-06-11 05:20:00,904,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.0,187,0.26,4,1,0.77,3,0.7,1193,2599,660,18/18/15,19.28,87.97,0.16,5,4,3,8,4,635,6,13,12,7,5,3,29,6,8,5,1,7,5,7,76,47,C07662,7662,LAJ940,Normal,83.33,4,1,0.4,20,95.0,0,0
2025-06-11 05:25:00,561,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.89,247,0.28,2,4,1.28,2,0.19,5891,4269,994,19/19/13,18.79,113.6,2.99,9,3,20,0,1,526,4,35,162,2,7,5,11,0,3,6,22,4,0,7,87,452,D07663,7663,LAJ294,Atencion,50.0,12,3,1.9,12,75.0,1,1
2025-06-11 05:30:00,507,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.95,205,0.5,2,3,1.36,4,0.94,6102,1199,979,18/16/13,18.06,115.93,1.17,4,0,27,1,7,747,2,49,238,7,3,5,4,4,2,9,45,8,3,3,50,228,D07664,7664,LAJ359,Critico,0.0,15,3,1.7666666666666666,0,0.0,1,0
2025-06-11 05:35:00,513,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.11,191,0.36,3,3,0.5,4,0.85,1466,4288,851,19/16/14,15.17,98.37,2.52,3,2,4,9,5,826,6,2,64,8,6,6,10,4,0,3,4,9,3,1,89,434,C07665,7665,LAJ931,Normal,83.33,4,2,2.833333333333333,20,90.0,0,0
2025-06-11 05:40:00,901,CATERPILLAR 797F,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.57,237,0.28,4,4,1.38,4,0.26,6272,1305,794,19/16/13,16.57,118.49,1.42,5,1,19,7,8,202,1,15,232,4,4,6,25,8,0,2,46,0,6,5,82,338,C07666,7666,LAJ443,Critico,0.0,23,0,1.8666666666666667,0,0.0,1,0
2025-06-11 05:45:00,913,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.74,221,0.12,0,0,1.54,2,0.41,4099,3380,242,18/17/14,13.55,88.48,1.59,9,1,22,8,4,732,9,13,53,1,7,5,7,1,3,5,5,8,9,0,0,258,B07667,7667,LAJ073,Normal,95.83,1,0,2.3666666666666667,23,100.0,0,0
2025-06-11 05:50:00,559,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.43,245,0.1,2,0,0.37,2,0.52,5051,3547,977,18/18/14,12.31,112.65,1.95,9,3,19,0,3,732,8,8,151,1,8,4,6,8,3,0,18,8,3,9,93,543,E07668,7668,LAJ080,Atencion,70.83,7,3,0.5333333333333333,17,82.4,1,0
2025-06-11 05:55:00,524,KOMATSU 930 E5,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.45,198,0.23,4,4,1.43,4,0.27,8083,2660,257,19/19/15,15.75,81.74,0.81,7,0,9,2,4,222,6,15,260,4,8,5,20,4,3,8,45,8,7,1,51,404,C07669,7669,LAJ714,Critico,0.0,22,1,1.7333333333333334,0,0.0,1,0
2025-06-11 06:00:00,542,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.29,210,0.07,2,0,1.51,1,0.08,1330,910,445,18/18/16,10.71,85.23,2.16,0,4,14,6,7,752,5,42,37,5,7,3,29,3,1,9,2,9,9,8,60,590,D07670,7670,LAJ124,Normal,75.0,6,4,0.2333333333333333,18,77.8,0,0
2025-06-11 06:05:00,505,KOMATSU 930 E3,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.46,216,0.47,3,2,1.96,0,0.4,5095,3896,775,18/16/13,17.38,84.95,2.19,9,2,1,2,0,640,4,34,40,1,3,3,25,3,6,9,1,0,6,8,49,7,C07671,7671,LAJ771,Normal,91.67,2,5,2.7,22,77.3,0,0
2025-06-11 06:10:00,512,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.51,209,0.29,2,4,0.82,4,0.06,8423,2979,709,21/16/16,16.19,98.43,1.45,3,1,9,6,6,711,8,20,16,0,3,1,3,7,4,1,5,3,2,4,57,155,A07672,7672,LAJ890,Normal,83.33,4,1,1.1,20,95.0,0,0
2025-06-11 06:15:00,905,CATERPILLAR 797F,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.03,187,0.44,1,0,1.45,2,0.32,8305,1354,458,19/18/15,16.65,84.8,0.62,1,1,15,4,8,85,3,30,59,4,8,4,10,4,8,2,11,6,0,3,87,170,E07673,7673,LAJ834,Normal,79.17,5,0,0.4,19,100.0,0,0
2025-06-11 06:20:00,510,KOMATSU 930 E5,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.44,248,0.37,2,3,0.15,1,0.06,9386,1939,267,20/16/13,10.69,93.99,0.0,3,2,5,0,3,78,2,22,88,3,0,0,11,4,8,8,6,6,0,9,50,371,E07674,7674,LAJ047,Normal,75.0,6,1,0.2666666666666666,18,94.4,0,0
2025-06-11 06:25:00,502,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.62,192,0.11,2,3,0.84,1,0.33,9564,2696,805,19/17/14,13.96,101.62,0.86,6,4,27,4,7,740,3,20,38,9,3,6,27,1,6,0,2,0,4,2,49,287,B07675,7675,LAJ687,Normal,83.33,4,3,1.9,20,85.0,0,0
2025-06-11 06:30:00,519,KOMATSU 930 E3,KOMATSU,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.9,190,0.38,1,3,0.04,0,0.78,2385,973,183,18/17/15,16.03,80.87,2.32,7,0,24,7,6,219,0,41,21,8,6,6,8,4,7,4,8,3,2,9,35,170,E07676,7676,LAJ428,Normal,87.5,3,6,2.7666666666666666,21,71.4,0,0
2025-06-11 06:35:00,545,KOMATSU 930 E5,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.18,180,0.25,2,3,0.64,4,0.15,9106,3970,826,21/19/13,16.7,89.81,0.13,5,4,29,9,4,174,7,38,24,6,6,1,10,2,5,8,14,5,3,9,4,399,B07677,7677,LAJ965,Normal,95.83,1,5,2.2666666666666666,23,78.3,0,0
2025-06-11 06:40:00,554,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.65,201,0.22,2,3,0.38,2,0.83,3459,585,933,19/18/15,15.83,94.03,2.3,5,1,14,3,0,741,1,23,5,4,5,4,25,6,1,4,10,4,7,2,85,183,D07678,7678,LAJ896,Normal,83.33,4,5,0.3,20,75.0,0,0
2025-06-11 06:45:00,938,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.9,197,0.05,3,3,0.57,1,0.11,9935,2520,591,18/19/13,16.97,119.54,0.21,1,3,27,9,2,519,4,43,89,4,6,4,11,9,6,0,9,3,0,5,35,135,C07679,7679,LAJ023,Normal,83.33,4,3,1.1,20,85.0,0,0
2025-06-11 06:50:00,552,KOMATSU 930 E4SE,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.74,188,0.23,4,0,0.92,0,0.17,2183,3256,657,18/18/14,15.12,101.45,1.55,2,4,16,2,6,264,9,7,246,7,2,5,2,7,6,0,36,3,6,5,11,341,C07680,7680,LAJ196,Critico,0.0,16,6,2.6666666666666665,0,0.0,1,0
2025-06-11 06:55:00,922,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.68,236,0.19,3,0,1.69,2,0.64,4371,4827,940,20/18/15,12.32,82.76,2.22,7,0,19,7,9,448,9,7,39,1,7,6,22,8,1,0,0,1,4,0,95,569,B07681,7681,LAJ306,Normal,95.83,1,6,2.2,23,73.9,0,0
2025-06-11 07:00:00,924,CATERPILLAR 798AC-A,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.21,181,0.04,3,3,1.89,3,0.4,3565,1183,394,19/17/15,15.91,81.57,2.26,7,0,16,6,9,822,8,4,59,4,8,7,24,0,8,8,13,0,6,7,23,157,B07682,7682,LAJ130,Normal,95.83,1,6,0.4333333333333333,23,73.9,0,0
2025-06-11 07:05:00,515,KOMATSU 930 E4SE,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.74,239,0.31,4,4,1.19,1,0.21,3309,2643,436,18/17/16,15.52,98.42,2.4,6,3,15,6,1,216,4,36,69,9,9,7,14,9,4,4,5,0,5,5,4,65,B07683,7683,LAJ946,Normal,79.17,5,4,2.7333333333333334,19,78.9,0,0
2025-06-11 07:10:00,560,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Muestreo,0.4,230,0.26,2,2,1.96,3,1.0,8157,1162,318,19/19/15,14.18,89.49,1.77,5,0,2,4,4,882,3,13,160,5,2,9,24,4,8,3,19,6,2,9,76,571,E07684,7684,LAJ923,Atencion,62.5,9,5,1.6333333333333333,15,66.7,1,1
2025-06-11 07:15:00,544,KOMATSU 930 E4SE,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.15,238,0.08,4,3,0.24,3,0.23,3952,2516,940,18/19/15,19.65,100.51,1.6,9,4,27,3,2,420,8,31,56,6,5,6,25,4,0,1,13,3,8,3,14,80,B07685,7685,LAJ099,Normal,91.67,2,5,0.2666666666666666,22,77.3,0,0
2025-06-11 07:20:00,508,KOMATSU 930 E5,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.49,248,0.08,3,3,0.96,2,0.71,7665,3676,138,20/17/13,13.38,103.28,1.52,4,1,1,0,5,339,5,30,17,7,8,0,21,0,4,2,7,9,9,9,3,528,B07686,7686,LAJ719,Normal,91.67,2,6,2.3666666666666667,22,72.7,0,0
2025-06-11 07:25:00,935,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.46,182,0.41,4,2,1.6,2,0.71,2236,4163,114,21/16/16,19.96,82.43,1.01,2,4,7,0,8,297,4,20,65,7,3,4,21,3,6,8,5,3,1,5,59,103,C07687,7687,LAJ609,Normal,91.67,2,1,1.0333333333333334,22,95.5,0,0
2025-06-11 07:30:00,500,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.26,218,0.25,2,4,1.04,1,0.41,2318,1581,865,18/17/13,19.35,88.17,1.4,3,2,3,1,5,173,8,0,71,7,4,6,20,9,3,0,14,3,7,9,32,307,E07688,7688,LAJ276,Normal,79.17,5,2,1.0666666666666669,19,89.5,0,0
2025-06-11 07:35:00,516,KOMATSU 930 E4,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.13,182,0.02,1,0,0.94,4,0.29,7179,3453,203,21/19/16,13.69,87.66,1.54,2,1,29,6,4,105,1,16,78,4,4,7,16,5,7,4,8,1,9,9,13,36,C07689,7689,LAJ382,Normal,75.0,6,1,0.2,18,94.4,0,0
2025-06-11 07:40:00,528,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.61,183,0.02,4,0,0.36,3,0.33,1511,708,840,18/18/14,18.81,108.26,2.13,7,3,23,2,4,675,0,22,99,8,1,7,3,0,5,7,0,4,7,4,38,507,A07690,7690,LAJ648,Normal,91.67,2,0,0.3666666666666666,22,100.0,0,0
2025-06-11 07:45:00,547,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.87,190,0.16,0,0,0.64,3,0.29,3278,2318,351,19/17/15,19.95,86.05,0.63,9,4,20,2,0,438,1,39,264,2,5,9,9,6,8,6,38,4,1,1,42,453,B07691,7691,LAJ567,Critico,0.0,22,3,1.7333333333333334,0,0.0,1,0
2025-06-11 07:50:00,927,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.92,211,0.06,1,3,1.08,2,0.95,7614,2119,796,20/16/14,11.83,83.92,2.96,9,4,25,9,6,336,6,9,9,0,0,0,6,9,8,3,3,6,9,5,34,412,C07692,7692,LAJ793,Normal,91.67,2,0,0.8333333333333334,22,100.0,0,0
2025-06-11 07:55:00,937,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.72,199,0.08,0,4,0.86,2,0.19,7490,4371,267,20/18/16,18.55,110.31,0.53,6,3,13,1,5,79,8,41,85,9,1,7,29,7,0,4,8,1,0,1,79,524,E07693,7693,LAJ422,Normal,91.67,2,3,2.033333333333333,22,86.4,0,0
2025-06-11 08:00:00,511,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.72,213,0.26,2,3,0.06,3,0.27,6325,2871,560,20/18/13,13.7,97.32,2.25,0,4,25,3,4,724,5,23,54,6,9,8,12,8,3,7,7,1,3,7,9,398,B07694,7694,LAJ098,Normal,75.0,6,5,0.1666666666666666,18,72.2,0,0
2025-06-11 08:05:00,549,KOMATSU 930 E5,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.82,231,0.07,4,3,0.65,1,0.47,8231,3527,312,18/19/14,11.85,112.2,1.14,9,1,1,3,8,189,7,5,216,8,3,8,18,6,9,0,26,7,6,5,53,369,C07695,7695,LAJ878,Critico,0.0,17,5,0.1333333333333333,0,0.0,1,0
2025-06-11 08:10:00,926,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.06,235,0.18,3,0,0.79,0,0.7,4567,1284,734,20/18/13,15.53,99.99,1.57,7,2,26,0,1,267,0,35,45,7,9,9,3,0,5,2,12,1,3,2,28,599,C07696,7696,LAJ696,Normal,83.33,4,0,2.9,20,100.0,0,0
